,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
384,2020,Toyota,['Camry'],LE FWD Automatic,North Hollywood,CA,"19,397","$18,997",Super White,Ash,28,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
385,2017,Kia,['Forte'],LX Sedan Manual,North Hollywood,CA,"50,916","$8,600",Silky Silver,Black,25,34,2.0L Inline-4 Gas,Manual,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
386,2013,Toyota,['Camry'],SE I4 Automatic,Venice,CA,"59,689","$12,590",Gray,Black,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
387,2018,Lexus,['RX'],RX 350 F Sport FWD,Venice,CA,"48,873","$30,990",Gray,Black,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
388,2013,Honda,['Civic'],LX Sedan Automatic,Venice,CA,"32,711","$12,590",Gray,Gray,28,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
389,2017,Nissan,['Altima'],2.5 SV,Van Nuys,CA,"58,715","$13,988",Gun Metallic,Charcoal,27,39,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Backup Camera', 'Remote Engine Start', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
390,2012,Jaguar,['XK'],Coupe,Venice,CA,"87,032","$24,590",Gray,Brown,16,24,5.0L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Parking Sensors', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
391,2014,Honda,['Accord'],Sport Sedan I4 CVT,Venice,CA,"97,769","$12,990",White Orchid Pearl,Black,26,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
392,2019,Nissan,['Sentra'],SV CVT,Los Angeles,CA,"35,795","$14,096",Fresh Powder,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
393,2017,Lexus,['RX'],RX 350 F Sport FWD,Venice,CA,"38,119","$31,990",Gray,Gray,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
394,2020,Chevrolet,['Malibu'],LT,Van Nuys,CA,"4,100","$17,795",Shadow Gray Metallic,Jet Black,29,36,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Remote Engine Start', 'Backup Camera', 'Moonroof', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
395,2017,Honda,['CR-V'],EX FWD,Santa Monica,CA,"17,953","$21,818",Crystal Black Pearl,Black,28,34,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
396,2018,Mercedes-Benz,['E-Class'],E 400 Coupe RWD,Inglewood,CA,"7,345","$45,160",Dune Silver Metallic,Macchiato Beige/Espresso,20,26,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
397,2020,Subaru,['Forester'],2.5i Premium,Van Nuys,CA,"3,495","$26,000",Ice Silver Metallic,Black,26,33,2.5L Flat-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Moonroof', 'Front Heated Seats', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
398,2013,BMW,"['3', 'Series']",328i Sedan,Sherman Oaks,CA,"79,509","$12,995",Black Sapphire Metallic,Black,22,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
399,2016,Kia,['Forte'],LX Sedan Automatic,Los Angeles,CA,"33,568","$10,299",Silky Silver,Gray,26,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
400,2016,Volvo,['XC90'],T6 Momentum AWD,Van Nuys,CA,"96,496","$21,995",Onyx Black Metallic,Black,20,25,2.0L Inline-4 Gas Supercharged and Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Third Row Seating', 'Lane Keep Assist', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
401,2018,Porsche,['Macan'],AWD,Los Angeles,CA,"22,612","$44,994",Black,Black,20,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Lane Keep Assist', 'Parking Sensors', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
402,2017,Honda,['Civic'],EX-T Sedan CVT,Van Nuys,CA,"51,919","$14,000",Gray,Gray,32,42,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
403,2017,MINI,['Hardtop'],S Hardtop 2-Door,Santa Monica,CA,"44,801","$16,494",Midnight Black Metallic,Carbon Black,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
404,2017,BMW,"['6', 'Series']",640i xDrive Convertible,Los Angeles,CA,"62,919","$36,999",Alpine White,Black,19,28,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
405,2017,Honda,['Civic'],LX Sedan CVT,Santa Monica,CA,"28,246","$14,994",Cosmic Blue Metallic,Unknown,31,40,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
406,2018,Porsche,['Macan'],AWD,Sherman Oaks,CA,"20,954","$39,995",Black,Black,20,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
407,2016,Nissan,['Rogue'],SV AWD,Venice,CA,"45,208","$15,990",Magnetic Black,Charcoal,25,32,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
408,2017,Land,"['Rover', 'Range', 'Rover', 'Evoque']",SE Premium Hatchback,Encino,CA,"25,445","$29,565",Narvik Black,Cirrus/Cirrus,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Navigation', 'Remote Engine Start', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
409,2019,Ram,"['1500', 'Classic']","Big Horn Crew Cab 6'4"" Box 2WD",Santa Monica,CA,"17,643","$30,494",Bright White Clearcoat,Diesel Gray/Black,15,22,5.7L V-8 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
410,2016,Scion,['iM'],Base CVT,Sherman Oaks,CA,"80,969","$10,499",Electric Storm Blue,Unknown,28,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Premium Audio', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
411,2017,Lexus,['NX'],NX Turbo F Sport AWD,Venice,CA,"8,433","$27,990",Gray,Black,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
412,2017,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"40,163","$23,579",Polar White,Beige,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
413,2017,Mercedes-Benz,['GLS'],GLS 550 4MATIC,Inglewood,CA,"28,331","$52,995",Black,Saddle Brown/Black,14,18,4.7L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Third Row Seating', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
414,2015,BMW,"['4', 'Series']",428i xDrive Coupe (SULEV),Venice,CA,"56,241","$20,590",Jet Black,Gray,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Bluetooth', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
415,2017,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"63,346","$20,385",White,Black,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
416,2016,Mercedes-Benz,['CLA'],CLA 250 FWD,Los Angeles,CA,"28,702","$22,999",Cirrus White,Gray,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
417,2004,Land,"['Rover', 'Range', 'Rover']",HSE,Van Nuys,CA,"176,276","$5,499",Unknown,Unknown,12,16,4.4L V-8 Gas,Automatic,4WD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Parking Sensors', 'Moonroof', 'Navigation', 'Multi-Zone Climate Control', 'Tow Hitch']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
418,2014,Toyota,['Camry'],2014 SE I4 Automatic,Venice,CA,"62,689","$12,990",Black,Black,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
419,2016,Toyota,['Corolla'],S Plus CVT,North Hollywood,CA,"57,149","$13,467",Slate Metallic,Black,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",True
420,2002,Honda,['Odyssey'],EX-L with DVD/Leather,Van Nuys,CA,"177,800","$2,499",Unknown,Unknown,18,25,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
421,2011,BMW,"['5', 'Series']",535i xDrive Sedan AWD,Venice,CA,"77,460","$16,590",Space Gray Metallic,Everest Gray,19,29,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Multi-Zone Climate Control', 'Moonroof', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
422,2012,Ford,['Edge'],SE FWD,Venice,CA,"77,673","$11,990",White Suede,Lt. Gray,19,27,3.5L V-6 Gas,Automatic,FWD,Gas,['Premium Wheels'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
423,2012,Toyota,['Camry'],XLE I4 Automatic,Venice,CA,"47,885","$13,990",Gray,Gray,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
424,2014,Toyota,['4Runner'],Limited V6 4WD,Venice,CA,"61,938","$28,990",White,Beige,17,21,4.0L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
425,2007,Mercedes-Benz,['CLS'],CLS 550,Sherman Oaks,CA,"88,389","$13,995",Arctic White,Cashmere,15,22,5.5L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Multi-Zone Climate Control', 'Moonroof', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
426,2012,Honda,['Accord'],LX-P Sedan I4 Automatic,Venice,CA,"78,332","$10,990",Gray,Black,23,34,2.4L Inline-4 Gas,Automatic,FWD,Gas,['Premium Wheels'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
427,2013,Mercedes-Benz,['C-Class'],C 250 Sport Sedan RWD,Venice,CA,"74,014","$14,590",White,Black,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
428,2017,Nissan,['Murano'],2017.5 S AWD,Los Angeles,CA,"14,083","$21,900",Magnetic Black Metallic,Graphite,21,28,3.5L V-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
429,2015,Lexus,['RX'],RX 350 FWD,Venice,CA,"74,000","$20,990",Stargazer Black,Beige,18,25,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
430,2014,Mercedes-Benz,['C-Class'],C 300 4MATIC Sport Sedan,Venice,CA,"102,064","$14,590",White,Black,20,27,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
431,2013,Honda,['Civic'],Hybrid Sedan I4 CVT,Venice,CA,"48,966","$12,990",Brown,Beige,44,44,1.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
432,2018,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Inglewood,CA,"9,617","$29,755",Designo Diamond White Metallic,Black,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
433,2014,Acura,['MDX'],FWD with Advance/Entertainment Package,Venice,CA,"71,185","$20,990",Crystal Black Pearl,Black,20,28,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Front Cooled Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
434,2013,Mercedes-Benz,['C-Class'],C 300 4MATIC Luxury Sedan,Venice,CA,"81,023","$14,590",Silver,Black,20,28,3.5L V-6 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
435,2012,Lincoln,['MKS'],3.7L FWD,Venice,CA,"93,316","$10,990",Red Candy Tinted Metallic,Lt. Gray,17,25,3.7L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth', 'Premium Seat Material', 'Front Cooled Seats', 'Parking Sensors']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
436,2015,Lexus,['GS'],GS 350 RWD,Venice,CA,"37,367","$24,990",White,Black,19,29,3.5L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
437,2015,Chevrolet,"['Silverado', '1500']",LT with 1LT Crew Cab Short Box 2WD,Los Angeles,CA,"112,078","$22,995",Deep Ruby Metallic,Jet Black,18,24,5.3L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Remote Engine Start', 'Backup Camera', 'Tow Hitch', 'Premium Audio', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
438,2018,Chevrolet,['Cruze'],LT with 1SD Sedan Automatic,Los Angeles,CA,"67,836","$9,995",Graphite Metallic,Jet Black,29,40,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Front Heated Seats', 'Bluetooth']","['Frame Damaged', 'Personal or Rental Use', 'Clean', '2']",False
439,2014,Lincoln,['MKZ'],FWD,Venice,CA,"44,163","$15,590",Ruby Red Metallic Tinted Clearcoat,Lt. Brown,22,33,3.7L V-6 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
440,2014,Toyota,"['FJ', 'Cruiser']",4WD Automatic,Venice,CA,"68,626","$32,990",White,Black,17,20,4.0L V-6 Gas,Automatic,4WD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
441,2015,Nissan,['Sentra'],SR CVT,Los Angeles,CA,"98,072","$9,129",White,Black,29,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
442,2011,BMW,['X5'],xDrive35i Sport Activity AWD,Venice,CA,"44,745","$17,990",Blue,Beige,16,23,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
443,2015,Lexus,['LS'],LS 460 Crafted Line AWD,Venice,CA,"43,862","$35,990",White,Black,16,23,4.6L V-8 Gas,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
444,2017,Kia,['Rio'],LX Sedan Automatic,North Hollywood,CA,"75,665","$7,400",Bright Silver,Black,27,36,1.6L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['2 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
445,2011,Chevrolet,['Camaro'],LT with 2LT Convertible,Venice,CA,"67,364","$15,990",Rally Yellow,Gray,17,28,3.6L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Parking Sensors', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
446,2018,GMC,['Terrain'],SLE FWD,Santa Monica,CA,"25,424","$17,994",Ebony Twilight Metallic,Jet Black,26,30,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
447,2019,Volkswagen,['Tiguan'],SEL 4MOTION,Venice,CA,"19,852","$22,990",Pure White,Storm Gray,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
448,2016,Honda,['Civic'],LX Sedan CVT,Hollywood,CA,"59,310","$13,985",Crystal Black Pearl,Black,31,41,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
449,2018,Mercedes-Benz,['E-Class'],E 300 Sedan RWD,Encino,CA,"25,921","$37,997",Lunar Blue Metallic,Macchiato Beige/Espresso,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
450,2019,INFINITI,['QX60'],2019.5 PURE FWD,Venice,CA,"36,429","$25,590",Liquid Platinum,Graphite,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Third Row Seating', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
451,2018,Mercedes-Benz,['E-Class'],E 400 Coupe RWD,Encino,CA,"18,900","$44,997",Black,Black,20,26,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
452,2012,Acura,['TSX'],Sedan I4 Automatic with Technology Package,Venice,CA,"69,989","$13,590",Gray,Black,22,31,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Navigation', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
